PDB_file, description
pred.model_idx_4-seed_25.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=25.pdb,
pred.model_idx_4-seed_26.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=26.pdb,
pred.model_idx_4-seed_27.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=27.pdb,
pred.model_idx_4-seed_28.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=28.pdb,
pred.model_idx_4-seed_29.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=29.pdb,
pred.model_idx_4-seed_30.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=30.pdb,
pred.model_idx_4-seed_31.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=31.pdb,
pred.model_idx_4-seed_32.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=32.pdb,
pred.model_idx_4-seed_33.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=33.pdb,
pred.model_idx_4-seed_34.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=34.pdb,
pred.model_idx_4-seed_35.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=35.pdb,
pred.model_idx_4-seed_36.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=36.pdb,
pred.model_idx_4-seed_37.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=37.pdb,
pred.model_idx_4-seed_38.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=38.pdb,
pred.model_idx_4-seed_39.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=39.pdb,
pred.model_idx_4-seed_40.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=40.pdb,
pred.model_idx_4-seed_41.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=41.pdb,
pred.model_idx_4-seed_42.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=42.pdb,
pred.model_idx_4-seed_43.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=43.pdb,
pred.model_idx_4-seed_44.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=44.pdb,
pred.model_idx_4-seed_45.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=45.pdb,
pred.model_idx_4-seed_46.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=46.pdb,
pred.model_idx_4-seed_47.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=47.pdb,
pred.model_idx_4-seed_48.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=48.pdb,
pred.model_idx_4-seed_49.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=49.pdb,
pred.model_idx_4-seed_50.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=50.pdb,
pred.model_idx_4-seed_51.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=51.pdb,
pred.model_idx_4-seed_52.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=52.pdb,
pred.model_idx_4-seed_53.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=53.pdb,
pred.model_idx_4-seed_54.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=54.pdb,
pred.model_idx_4-seed_55.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=55.pdb,
pred.model_idx_4-seed_56.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=56.pdb,
pred.model_idx_4-seed_57.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=57.pdb,
pred.model_idx_4-seed_58.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=58.pdb,
pred.model_idx_4-seed_59.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=59.pdb,
pred.model_idx_4-seed_60.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=60.pdb,
pred.model_idx_4-seed_61.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=61.pdb,
pred.model_idx_4-seed_62.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=62.pdb,
pred.model_idx_4-seed_63.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=63.pdb,
pred.model_idx_4-seed_64.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=64.pdb,
pred.model_idx_4-seed_65.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=65.pdb,
pred.model_idx_4-seed_66.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=66.pdb,
pred.model_idx_4-seed_67.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=67.pdb,
pred.model_idx_4-seed_68.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=68.pdb,
pred.model_idx_4-seed_69.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=69.pdb,
pred.model_idx_4-seed_70.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=70.pdb,
pred.model_idx_4-seed_71.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=71.pdb,
pred.model_idx_4-seed_72.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=72.pdb,
pred.model_idx_4-seed_73.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=73.pdb,
pred.model_idx_4-seed_74.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=74.pdb,
pred.model_idx_4-seed_75.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=75.pdb,
pred.model_idx_4-seed_76.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=76.pdb,
pred.model_idx_4-seed_77.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=77.pdb,
pred.model_idx_4-seed_78.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=78.pdb,
pred.model_idx_4-seed_79.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=79.pdb,
pred.model_idx_4-seed_80.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=80.pdb,
pred.model_idx_4-seed_81.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=81.pdb,
pred.model_idx_4-seed_82.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=82.pdb,
pred.model_idx_4-seed_83.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=83.pdb,
pred.model_idx_4-seed_84.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=84.pdb,
pred.model_idx_4-seed_85.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=85.pdb,
pred.model_idx_4-seed_86.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=86.pdb,
pred.model_idx_4-seed_87.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=87.pdb,
pred.model_idx_4-seed_88.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=88.pdb,
pred.model_idx_4-seed_89.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=89.pdb,
pred.model_idx_4-seed_90.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=90.pdb,
pred.model_idx_4-seed_91.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=91.pdb,
pred.model_idx_4-seed_92.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=92.pdb,
pred.model_idx_4-seed_93.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=93.pdb,
pred.model_idx_4-seed_94.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=94.pdb,
pred.model_idx_4-seed_95.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=95.pdb,
pred.model_idx_4-seed_96.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=96.pdb,
pred.model_idx_4-seed_97.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=97.pdb,
pred.model_idx_4-seed_98.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=98.pdb,
pred.model_idx_4-seed_99.pdb, tool=chai-1 msa=ak2_0.a3m sample=4 seed=99.pdb,
ak2-scenario1_0_unrelaxed_rank_001_alphafold2_multimer_v1_model_5_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=001 version=AF2.1 model=5 seed=3 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_002_alphafold2_multimer_v1_model_3_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=002 version=AF2.1 model=3 seed=1 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_003_alphafold2_multimer_v1_model_3_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=003 version=AF2.1 model=3 seed=3 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_004_alphafold2_multimer_v1_model_1_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=004 version=AF2.1 model=1 seed=1 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_005_alphafold2_multimer_v1_model_4_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=005 version=AF2.1 model=4 seed=1 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_006_alphafold2_multimer_v1_model_5_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=006 version=AF2.1 model=5 seed=2 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_007_alphafold2_multimer_v1_model_1_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=007 version=AF2.1 model=1 seed=0 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_008_alphafold2_multimer_v1_model_4_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=008 version=AF2.1 model=4 seed=3 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_009_alphafold2_multimer_v1_model_5_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=009 version=AF2.1 model=5 seed=0 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_010_alphafold2_multimer_v1_model_3_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=010 version=AF2.1 model=3 seed=0 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_011_alphafold2_multimer_v1_model_1_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=011 version=AF2.1 model=1 seed=3 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_012_alphafold2_multimer_v1_model_5_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=012 version=AF2.1 model=5 seed=1 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_013_alphafold2_multimer_v1_model_3_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=013 version=AF2.1 model=3 seed=2 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_014_alphafold2_multimer_v1_model_2_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=014 version=AF2.1 model=2 seed=1 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_015_alphafold2_multimer_v1_model_2_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=015 version=AF2.1 model=2 seed=3 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_016_alphafold2_multimer_v1_model_4_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=016 version=AF2.1 model=4 seed=2 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_017_alphafold2_multimer_v1_model_2_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=017 version=AF2.1 model=2 seed=0 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_018_alphafold2_multimer_v1_model_2_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=018 version=AF2.1 model=2 seed=2 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_019_alphafold2_multimer_v1_model_1_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=019 version=AF2.1 model=1 seed=2 rec=3 template=on dropout=on
ak2-scenario1_0_unrelaxed_rank_020_alphafold2_multimer_v1_model_4_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=1 rank=020 version=AF2.1 model=4 seed=0 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=001 version=AF2.2 model=1 seed=0 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_002_alphafold2_multimer_v2_model_3_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=002 version=AF2.2 model=3 seed=0 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_003_alphafold2_multimer_v2_model_4_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=003 version=AF2.2 model=4 seed=0 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=004 version=AF2.2 model=1 seed=1 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_005_alphafold2_multimer_v2_model_2_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=005 version=AF2.2 model=2 seed=0 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_006_alphafold2_multimer_v2_model_5_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=006 version=AF2.2 model=5 seed=0 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_007_alphafold2_multimer_v2_model_4_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=007 version=AF2.2 model=4 seed=1 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_008_alphafold2_multimer_v2_model_1_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=008 version=AF2.2 model=1 seed=3 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_009_alphafold2_multimer_v2_model_3_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=009 version=AF2.2 model=3 seed=1 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_010_alphafold2_multimer_v2_model_3_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=010 version=AF2.2 model=3 seed=3 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_011_alphafold2_multimer_v2_model_2_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=011 version=AF2.2 model=2 seed=1 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_012_alphafold2_multimer_v2_model_5_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=012 version=AF2.2 model=5 seed=3 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_013_alphafold2_multimer_v2_model_1_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=013 version=AF2.2 model=1 seed=2 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_014_alphafold2_multimer_v2_model_3_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=014 version=AF2.2 model=3 seed=2 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_015_alphafold2_multimer_v2_model_2_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=015 version=AF2.2 model=2 seed=3 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_016_alphafold2_multimer_v2_model_5_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=016 version=AF2.2 model=5 seed=1 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_017_alphafold2_multimer_v2_model_4_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=017 version=AF2.2 model=4 seed=3 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_018_alphafold2_multimer_v2_model_4_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=018 version=AF2.2 model=4 seed=2 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_019_alphafold2_multimer_v2_model_2_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=019 version=AF2.2 model=2 seed=2 rec=3 template=on dropout=on
ak2-scenario2_0_unrelaxed_rank_020_alphafold2_multimer_v2_model_5_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=2 rank=020 version=AF2.2 model=5 seed=2 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_001_alphafold2_multimer_v3_model_5_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=001 version=AF2.3 model=5 seed=0 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=002 version=AF2.3 model=3 seed=0 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_003_alphafold2_multimer_v3_model_5_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=003 version=AF2.3 model=5 seed=3 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=004 version=AF2.3 model=5 seed=1 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_005_alphafold2_multimer_v3_model_3_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=005 version=AF2.3 model=3 seed=1 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_006_alphafold2_multimer_v3_model_3_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=006 version=AF2.3 model=3 seed=3 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_007_alphafold2_multimer_v3_model_1_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=007 version=AF2.3 model=1 seed=1 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_008_alphafold2_multimer_v3_model_5_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=008 version=AF2.3 model=5 seed=2 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_009_alphafold2_multimer_v3_model_4_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=009 version=AF2.3 model=4 seed=0 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_010_alphafold2_multimer_v3_model_2_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=010 version=AF2.3 model=2 seed=0 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_011_alphafold2_multimer_v3_model_1_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=011 version=AF2.3 model=1 seed=0 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_012_alphafold2_multimer_v3_model_3_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=012 version=AF2.3 model=3 seed=2 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_013_alphafold2_multimer_v3_model_4_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=013 version=AF2.3 model=4 seed=1 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_014_alphafold2_multimer_v3_model_1_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=014 version=AF2.3 model=1 seed=3 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_015_alphafold2_multimer_v3_model_1_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=015 version=AF2.3 model=1 seed=2 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=016 version=AF2.3 model=4 seed=3 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=017 version=AF2.3 model=2 seed=1 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_018_alphafold2_multimer_v3_model_4_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=018 version=AF2.3 model=4 seed=2 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_019_alphafold2_multimer_v3_model_2_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=019 version=AF2.3 model=2 seed=3 rec=3 template=on dropout=on
ak2-scenario3_0_unrelaxed_rank_020_alphafold2_multimer_v3_model_2_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=3 rank=020 version=AF2.3 model=2 seed=2 rec=3 template=on dropout=on
ak2-scenario4_0_unrelaxed_rank_001_alphafold2_multimer_v1_model_3_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=001 version=AF2.1 model=3 seed=3 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_002_alphafold2_multimer_v1_model_3_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=002 version=AF2.1 model=3 seed=1 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_003_alphafold2_multimer_v1_model_5_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=003 version=AF2.1 model=5 seed=3 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_004_alphafold2_multimer_v1_model_3_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=004 version=AF2.1 model=3 seed=0 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_005_alphafold2_multimer_v1_model_1_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=005 version=AF2.1 model=1 seed=1 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_006_alphafold2_multimer_v1_model_5_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=006 version=AF2.1 model=5 seed=1 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_007_alphafold2_multimer_v1_model_5_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=007 version=AF2.1 model=5 seed=2 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_008_alphafold2_multimer_v1_model_3_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=008 version=AF2.1 model=3 seed=2 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_009_alphafold2_multimer_v1_model_4_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=009 version=AF2.1 model=4 seed=1 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_010_alphafold2_multimer_v1_model_2_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=010 version=AF2.1 model=2 seed=1 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_011_alphafold2_multimer_v1_model_2_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=011 version=AF2.1 model=2 seed=3 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_012_alphafold2_multimer_v1_model_2_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=012 version=AF2.1 model=2 seed=2 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_013_alphafold2_multimer_v1_model_1_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=013 version=AF2.1 model=1 seed=2 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_014_alphafold2_multimer_v1_model_4_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=014 version=AF2.1 model=4 seed=3 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_015_alphafold2_multimer_v1_model_1_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=015 version=AF2.1 model=1 seed=3 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_016_alphafold2_multimer_v1_model_5_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=016 version=AF2.1 model=5 seed=0 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_017_alphafold2_multimer_v1_model_1_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=017 version=AF2.1 model=1 seed=0 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_018_alphafold2_multimer_v1_model_2_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=018 version=AF2.1 model=2 seed=0 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_019_alphafold2_multimer_v1_model_4_seed_002.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=019 version=AF2.1 model=4 seed=2 rec=3 template=off dropout=on
ak2-scenario4_0_unrelaxed_rank_020_alphafold2_multimer_v1_model_4_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=4 rank=020 version=AF2.1 model=4 seed=0 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=001 version=AF2.2 model=1 seed=0 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_002_alphafold2_multimer_v2_model_3_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=002 version=AF2.2 model=3 seed=0 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_003_alphafold2_multimer_v2_model_4_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=003 version=AF2.2 model=4 seed=0 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_004_alphafold2_multimer_v2_model_1_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=004 version=AF2.2 model=1 seed=1 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_005_alphafold2_multimer_v2_model_1_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=005 version=AF2.2 model=1 seed=3 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_006_alphafold2_multimer_v2_model_2_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=006 version=AF2.2 model=2 seed=0 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_007_alphafold2_multimer_v2_model_5_seed_000.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=007 version=AF2.2 model=5 seed=0 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_008_alphafold2_multimer_v2_model_4_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=008 version=AF2.2 model=4 seed=1 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_009_alphafold2_multimer_v2_model_3_seed_001.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=009 version=AF2.2 model=3 seed=1 rec=3 template=off dropout=on
ak2-scenario5_0_unrelaxed_rank_010_alphafold2_multimer_v2_model_3_seed_003.pdb, tool=minniefold msa=ak2_0.a3m scenario=5 rank=010 version=AF2.2 model=3 seed=3 rec=3 template=off dropout=on
